NAME,STATE,ANNUAL
Bataguassu,MATO GROSSO DO SUL,5067
Maracaju,MATO GROSSO DO SUL,4927
Guia Lopes da Laguna,MATO GROSSO DO SUL,4956
Jardim,MATO GROSSO DO SUL,4956
Nova Alvorada do Sul,MATO GROSSO DO SUL,4952
Santa Rita do Pardo,MATO GROSSO DO SUL,5073
Brasilândia,MATO GROSSO DO SUL,5118
Nioaque,MATO GROSSO DO SUL,4993
Bonito,MATO GROSSO DO SUL,4925
Sidrolândia,MATO GROSSO DO SUL,5019
Três Lagoas,MATO GROSSO DO SUL,5156
Dois Irmãos do Buriti,MATO GROSSO DO SUL,5040
Bodoquena,MATO GROSSO DO SUL,4945
Anastácio,MATO GROSSO DO SUL,5063
Aquidauana,MATO GROSSO DO SUL,5053
Terenos,MATO GROSSO DO SUL,5064
Campo Grande,MATO GROSSO DO SUL,5031
Ribas do Rio Pardo,MATO GROSSO DO SUL,5044
Água Clara,MATO GROSSO DO SUL,5098
Selvíria,MATO GROSSO DO SUL,5169
Miranda,MATO GROSSO DO SUL,5007
Jaraguari,MATO GROSSO DO SUL,5050
Aparecida do Taboado,MATO GROSSO DO SUL,5186
Rochedo,MATO GROSSO DO SUL,5061
Bandeirantes,MATO GROSSO DO SUL,5030
Corguinho,MATO GROSSO DO SUL,5081
Inocência,MATO GROSSO DO SUL,5169
Paranaíba,MATO GROSSO DO SUL,5230
Camapuã,MATO GROSSO DO SUL,5150
Rio Negro,MATO GROSSO DO SUL,5096
São Gabriel do Oeste,MATO GROSSO DO SUL,5014
Cassilândia,MATO GROSSO DO SUL,5226
Corumbá,MATO GROSSO DO SUL,4971
Ladário,MATO GROSSO DO SUL,4988
Paraíso das Águas,MATO GROSSO DO SUL,5155
Rio Verde de Mato Grosso,MATO GROSSO DO SUL,5109
Chapadão do Sul,MATO GROSSO DO SUL,5073
Figueirão,MATO GROSSO DO SUL,5233
Coxim,MATO GROSSO DO SUL,5166
Costa Rica,MATO GROSSO DO SUL,5099
Alcinópolis,MATO GROSSO DO SUL,5231
Pedro Gomes,MATO GROSSO DO SUL,5167
Sonora,MATO GROSSO DO SUL,5051
Extrema,MINAS GERAIS,4745
Itapeva,MINAS GERAIS,4731
Camanducaia,MINAS GERAIS,4770
Toledo,MINAS GERAIS,4752
Gonçalves,MINAS GERAIS,4612
Sapucaí-Mirim,MINAS GERAIS,4725
Munhoz,MINAS GERAIS,4816
Senador Amaral,MINAS GERAIS,4657
Córrego do Bom Jesus,MINAS GERAIS,4737
Cambuí,MINAS GERAIS,4737
Paraisópolis,MINAS GERAIS,4801
Bom Repouso,MINAS GERAIS,4701
Estiva,MINAS GERAIS,4694
Consolação,MINAS GERAIS,4778
Brazópolis,MINAS GERAIS,4810
Piranguçu,MINAS GERAIS,4832
Wenceslau Braz,MINAS GERAIS,4805
Delfim Moreira,MINAS GERAIS,4675
Monte Sião,MINAS GERAIS,4896
Bueno Brandão,MINAS GERAIS,4896
Tocos do Moji,MINAS GERAIS,4771
Conceição dos Ouros,MINAS GERAIS,4830
Cachoeira de Minas,MINAS GERAIS,4839
Piranguinho,MINAS GERAIS,4852
Itajubá,MINAS GERAIS,4839
Marmelópolis,MINAS GERAIS,4624
Passa Quatro,MINAS GERAIS,4802
Jacutinga,MINAS GERAIS,4861
Ouro Fino,MINAS GERAIS,4838
Inconfidentes,MINAS GERAIS,4838
Borda da Mata,MINAS GERAIS,4811
São José do Alegre,MINAS GERAIS,4796
Maria da Fé,MINAS GERAIS,4740
Dom Viçoso,MINAS GERAIS,4662
Virgínia,MINAS GERAIS,4820
Itanhandu,MINAS GERAIS,4897
Itamonte,MINAS GERAIS,4838
Albertina,MINAS GERAIS,4848
Senador José Bento,MINAS GERAIS,4731
Pouso Alegre,MINAS GERAIS,4794
Santa Rita do Sapucaí,MINAS GERAIS,4835
São Sebastião da Bela Vista,MINAS GERAIS,4835
Conceição das Pedras,MINAS GERAIS,4767
Pedralva,MINAS GERAIS,4767
Cristina,MINAS GERAIS,4773
Pouso Alto,MINAS GERAIS,4877
São Sebastião do Rio Verde,MINAS GERAIS,4877
Alagoa,MINAS GERAIS,4580
Bocaina de Minas,MINAS GERAIS,4494
Passa-Vinte,MINAS GERAIS,4478
Andradas,MINAS GERAIS,4795
Ibitiúra de Minas,MINAS GERAIS,4765
Ipuiúna,MINAS GERAIS,4677
Congonhal,MINAS GERAIS,4678
Heliodora,MINAS GERAIS,4833
Natércia,MINAS GERAIS,4833
Olímpio Noronha,MINAS GERAIS,4795
Carmo de Minas,MINAS GERAIS,4809
Soledade de Minas,MINAS GERAIS,4866
São Lourenço,MINAS GERAIS,4866
Santa Rita de Jacutinga,MINAS GERAIS,4521
Rio Preto,MINAS GERAIS,4532
Santa Rita de Caldas,MINAS GERAIS,4712
Espírito Santo do Dourado,MINAS GERAIS,4705
Silvianópolis,MINAS GERAIS,4773
Careaçu,MINAS GERAIS,4843
Lambari,MINAS GERAIS,4779
Jesuânia,MINAS GERAIS,4834
Caxambu,MINAS GERAIS,4885
Baependi,MINAS GERAIS,4897
Aiuruoca,MINAS GERAIS,4760
Carvalhos,MINAS GERAIS,4730
Liberdade,MINAS GERAIS,4694
Santa Bárbara do Monte Verde,MINAS GERAIS,4501
Simão Pereira,MINAS GERAIS,4598
Santana do Deserto,MINAS GERAIS,4640
Chiador,MINAS GERAIS,4667
Caldas,MINAS GERAIS,4752
São João da Mata,MINAS GERAIS,4759
Turvolândia,MINAS GERAIS,4842
São Gonçalo do Sapucaí,MINAS GERAIS,4822
Cambuquira,MINAS GERAIS,4827
Conceição do Rio Verde,MINAS GERAIS,4853
Serranos,MINAS GERAIS,4756
Seritinga,MINAS GERAIS,4756
Arantina,MINAS GERAIS,4689
Bom Jardim de Minas,MINAS GERAIS,4659
Olaria,MINAS GERAIS,4565
Belmiro Braga,MINAS GERAIS,4530
Matias Barbosa,MINAS GERAIS,4563
Mar de Espanha,MINAS GERAIS,4617
Além Paraíba,MINAS GERAIS,4701
Poços de Caldas,MINAS GERAIS,4801
Poço Fundo,MINAS GERAIS,4807
Carvalhópolis,MINAS GERAIS,4837
Cordislândia,MINAS GERAIS,4855
Monsenhor Paulo,MINAS GERAIS,4840
Campanha,MINAS GERAIS,4853
Cruzília,MINAS GERAIS,4818
Lima Duarte,MINAS GERAIS,4527
Juiz de Fora,MINAS GERAIS,4530
Pequeri,MINAS GERAIS,4570
Senador Cortes,MINAS GERAIS,4619
Santo Antônio do Aventureiro,MINAS GERAIS,4561
Volta Grande,MINAS GERAIS,4727
Bandeira do Sul,MINAS GERAIS,4848
Campestre,MINAS GERAIS,4834
Machado,MINAS GERAIS,4824
Três Corações,MINAS GERAIS,4839
São Thomé das Letras,MINAS GERAIS,4822
Minduri,MINAS GERAIS,4798
São Vicente de Minas,MINAS GERAIS,4736
Andrelândia,MINAS GERAIS,4750
Pedro Teixeira,MINAS GERAIS,4537
Chácara,MINAS GERAIS,4556
Bicas,MINAS GERAIS,4640
Guarará,MINAS GERAIS,4640
Maripá de Minas,MINAS GERAIS,4642
Estrela Dalva,MINAS GERAIS,4722
Pirapetinga,MINAS GERAIS,4772
Botelhos,MINAS GERAIS,4873
Elói Mendes,MINAS GERAIS,4908
Varginha,MINAS GERAIS,4869
São Bento Abade,MINAS GERAIS,4823
Santana do Garambéu,MINAS GERAIS,4761
Santa Rita de Ibitipoca,MINAS GERAIS,4679
Bias Fortes,MINAS GERAIS,4543
Coronel Pacheco,MINAS GERAIS,4621
Rochedo de Minas,MINAS GERAIS,4678
Argirita,MINAS GERAIS,4697
Cabo Verde,MINAS GERAIS,4846
Divisa Nova,MINAS GERAIS,4911
Serrania,MINAS GERAIS,4936
Paraguaçu,MINAS GERAIS,4938
Carmo da Cachoeira,MINAS GERAIS,4852
Luminárias,MINAS GERAIS,4882
Carrancas,MINAS GERAIS,4862
Madre de Deus de Minas,MINAS GERAIS,4795
Piedade do Rio Grande,MINAS GERAIS,4757
Ewbank da Câmara,MINAS GERAIS,4531
Santos Dumont,MINAS GERAIS,4531
Piau,MINAS GERAIS,4565
Rio Novo,MINAS GERAIS,4665
Goianá,MINAS GERAIS,4665
São João Nepomuceno,MINAS GERAIS,4700
Descoberto,MINAS GERAIS,4715
Leopoldina,MINAS GERAIS,4813
Recreio,MINAS GERAIS,4833
Arceburgo,MINAS GERAIS,5011
Muzambinho,MINAS GERAIS,4876
Areado,MINAS GERAIS,4899
Alfenas,MINAS GERAIS,4935
Fama,MINAS GERAIS,4941
Três Pontas,MINAS GERAIS,4891
Ingaí,MINAS GERAIS,4899
Ibertioga,MINAS GERAIS,4730
Tabuleiro,MINAS GERAIS,4621
Guarani,MINAS GERAIS,4712
Itamarati de Minas,MINAS GERAIS,4721
Cataguases,MINAS GERAIS,4797
Laranjal,MINAS GERAIS,4802
Palma,MINAS GERAIS,4785
Guaxupé,MINAS GERAIS,4938
Guaranésia,MINAS GERAIS,4938
Monte Belo,MINAS GERAIS,4861
Itumirim,MINAS GERAIS,4939
Itutinga,MINAS GERAIS,4892
Antônio Carlos,MINAS GERAIS,4656
Paiva,MINAS GERAIS,4584
Oliveira Fortes,MINAS GERAIS,4584
Aracitaba,MINAS GERAIS,4621
Rio Pomba,MINAS GERAIS,4676
Piraúba,MINAS GERAIS,4727
Dona Eusébia,MINAS GERAIS,4804
Astolfo Dutra,MINAS GERAIS,4804
Santana de Cataguases,MINAS GERAIS,4758
Monte Santo de Minas,MINAS GERAIS,4941
Juruaia,MINAS GERAIS,4863
Alterosa,MINAS GERAIS,4898
Campos Gerais,MINAS GERAIS,4949
Santana da Vargem,MINAS GERAIS,4949
Coqueiral,MINAS GERAIS,4966
Nepomuceno,MINAS GERAIS,4981
Ribeirão Vermelho,MINAS GERAIS,4977
Lavras,MINAS GERAIS,4977
Ijaci,MINAS GERAIS,4940
Ibituruna,MINAS GERAIS,4916
Nazareno,MINAS GERAIS,4875
Barroso,MINAS GERAIS,4762
Alfredo Vasconcelos,MINAS GERAIS,4694
Barbacena,MINAS GERAIS,4694
Santa Bárbara do Tugúrio,MINAS GERAIS,4530
Mercês,MINAS GERAIS,4606
Silveirânia,MINAS GERAIS,4601
Tocantins,MINAS GERAIS,4691
Rodeiro,MINAS GERAIS,4811
Guidoval,MINAS GERAIS,4791
Miraí,MINAS GERAIS,4712
Patrocínio do Muriaé,MINAS GERAIS,4904
Barão de Monte Alto,MINAS GERAIS,4904
Itamogi,MINAS GERAIS,4993
São Pedro da União,MINAS GERAIS,4914
Nova Resende,MINAS GERAIS,4893
Conceição da Aparecida,MINAS GERAIS,4875
Campo do Meio,MINAS GERAIS,4967
Boa Esperança,MINAS GERAIS,4955
Perdões,MINAS GERAIS,4948
Conceição da Barra de Minas,MINAS GERAIS,4849
Santa Cruz de Minas,MINAS GERAIS,4806
São João del Rei,MINAS GERAIS,4806
Tiradentes,MINAS GERAIS,4791
Dores de Campos,MINAS GERAIS,4774
Prados,MINAS GERAIS,4774
Ressaquinha,MINAS GERAIS,4736
Desterro do Melo,MINAS GERAIS,4575
Ubá,MINAS GERAIS,4716
São Sebastião da Vargem Alegre,MINAS GERAIS,4777
Muriaé,MINAS GERAIS,4854
Eugenópolis,MINAS GERAIS,4853
Jacuí,MINAS GERAIS,4974
Bom Jesus da Penha,MINAS GERAIS,4986
Carmo do Rio Claro,MINAS GERAIS,4962
Cana Verde,MINAS GERAIS,4956
Bom Sucesso,MINAS GERAIS,4884
Ritápolis,MINAS GERAIS,4825
Coronel Xavier Chaves,MINAS GERAIS,4807
Carandaí,MINAS GERAIS,4801
Senhora dos Remédios,MINAS GERAIS,4676
Alto Rio Doce,MINAS GERAIS,4667
Dores do Turvo,MINAS GERAIS,4649
Divinésia,MINAS GERAIS,4656
Visconde do Rio Branco,MINAS GERAIS,4795
Guiricema,MINAS GERAIS,4858
Rosário da Limeira,MINAS GERAIS,4624
Antônio Prado de Minas,MINAS GERAIS,4757
São Sebastião do Paraíso,MINAS GERAIS,5053
Fortaleza de Minas,MINAS GERAIS,5048
Alpinópolis,MINAS GERAIS,5028
Ilicínea,MINAS GERAIS,4994
Cristais,MINAS GERAIS,4999
Aguanil,MINAS GERAIS,4974
Campo Belo,MINAS GERAIS,4944
Santana do Jacaré,MINAS GERAIS,4938
Santo Antônio do Amparo,MINAS GERAIS,4910
São Tiago,MINAS GERAIS,4892
Resende Costa,MINAS GERAIS,4834
Lagoa Dourada,MINAS GERAIS,4816
Caranaíba,MINAS GERAIS,4731
Capela Nova,MINAS GERAIS,4704
Rio Espera,MINAS GERAIS,4711
Cipotânea,MINAS GERAIS,4687
Senador Firmino,MINAS GERAIS,4670
Paula Cândido,MINAS GERAIS,4676
Coimbra,MINAS GERAIS,4755
São Geraldo,MINAS GERAIS,4755
Miradouro,MINAS GERAIS,4730
Vieiras,MINAS GERAIS,4770
Tombos,MINAS GERAIS,4861
São Tomás de Aquino,MINAS GERAIS,5064
Guapé,MINAS GERAIS,5060
Candeias,MINAS GERAIS,4946
Casa Grande,MINAS GERAIS,4855
Cristiano Otoni,MINAS GERAIS,4831
Santana dos Montes,MINAS GERAIS,4740
Lamim,MINAS GERAIS,4758
Senhora de Oliveira,MINAS GERAIS,4687
Brás Pires,MINAS GERAIS,4657
Presidente Bernardes,MINAS GERAIS,4674
Viçosa,MINAS GERAIS,4720
Cajuri,MINAS GERAIS,4762
Ervália,MINAS GERAIS,4825
São Francisco do Glória,MINAS GERAIS,4789
Pedra Dourada,MINAS GERAIS,4745
Faria Lemos,MINAS GERAIS,4841
Pratápolis,MINAS GERAIS,5114
Itaú de Minas,MINAS GERAIS,5132
Passos,MINAS GERAIS,5129
São José da Barra,MINAS GERAIS,5063
São Francisco de Paula,MINAS GERAIS,4982
Oliveira,MINAS GERAIS,5006
Passa Tempo,MINAS GERAIS,4989
Desterro de Entre Rios,MINAS GERAIS,4952
Entre Rios de Minas,MINAS GERAIS,4872
Queluzito,MINAS GERAIS,4882
Conselheiro Lafaiete,MINAS GERAIS,4849
Itaverava,MINAS GERAIS,4780
Catas Altas da Noruega,MINAS GERAIS,4711
Piranga,MINAS GERAIS,4667
Porto Firme,MINAS GERAIS,4702
Teixeiras,MINAS GERAIS,4703
São Miguel do Anta,MINAS GERAIS,4752
Canaã,MINAS GERAIS,4849
Araponga,MINAS GERAIS,4793
Fervedouro,MINAS GERAIS,4780
Carangola,MINAS GERAIS,4837
Espera Feliz,MINAS GERAIS,4809
Caiana,MINAS GERAIS,4809
Capetinga,MINAS GERAIS,5051
Cássia,MINAS GERAIS,5073
São João Batista do Glória,MINAS GERAIS,5075
Capitólio,MINAS GERAIS,5016
Camacho,MINAS GERAIS,5015
Carmo da Mata,MINAS GERAIS,5053
São Brás do Suaçuí,MINAS GERAIS,4934
Guaraciaba,MINAS GERAIS,4702
Pedra do Anta,MINAS GERAIS,4756
Divino,MINAS GERAIS,4815
Ibiraci,MINAS GERAIS,5076
Piumhi,MINAS GERAIS,5060
Pimenta,MINAS GERAIS,5025
Formiga,MINAS GERAIS,5042
Itapecerica,MINAS GERAIS,5045
Carmópolis de Minas,MINAS GERAIS,5066
Piracema,MINAS GERAIS,5049
Piedade dos Gerais,MINAS GERAIS,5004
Jeceaba,MINAS GERAIS,4945
Congonhas,MINAS GERAIS,4818
Ouro Branco,MINAS GERAIS,4791
Diogo de Vasconcelos,MINAS GERAIS,4685
Amparo do Serra,MINAS GERAIS,4749
Jequeri,MINAS GERAIS,4884
Sericita,MINAS GERAIS,4699
Pedra Bonita,MINAS GERAIS,4658
Orizânia,MINAS GERAIS,4720
Caparaó,MINAS GERAIS,4728
Claraval,MINAS GERAIS,5154
Pains,MINAS GERAIS,5106
Córrego Fundo,MINAS GERAIS,5081
Cláudio,MINAS GERAIS,5119
Itaguara,MINAS GERAIS,5006
Crucilândia,MINAS GERAIS,5014
Belo Vale,MINAS GERAIS,5066
Ouro Preto,MINAS GERAIS,4825
Mariana,MINAS GERAIS,4556
Acaiaca,MINAS GERAIS,4753
Ponte Nova,MINAS GERAIS,4820
Urucânia,MINAS GERAIS,4811
Oratórios,MINAS GERAIS,4811
Santa Margarida,MINAS GERAIS,4768
São João do Manhuaçu,MINAS GERAIS,4659
Luisburgo,MINAS GERAIS,4616
Manhumirim,MINAS GERAIS,4668
Alto Jequitibá,MINAS GERAIS,4668
Alto Caparaó,MINAS GERAIS,4669
Fronteira,MINAS GERAIS,5175
Delfinópolis,MINAS GERAIS,5045
Vargem Bonita,MINAS GERAIS,4936
Doresópolis,MINAS GERAIS,5107
Arcos,MINAS GERAIS,5136
Pedra do Indaiá,MINAS GERAIS,5057
São Sebastião do Oeste,MINAS GERAIS,5098
Rio Manso,MINAS GERAIS,5032
Bonfim,MINAS GERAIS,5064
Moeda,MINAS GERAIS,5073
Itabirito,MINAS GERAIS,4831
Barra Longa,MINAS GERAIS,4760
Santo Antônio do Grama,MINAS GERAIS,4872
Abre Campo,MINAS GERAIS,4826
Matipó,MINAS GERAIS,4786
Manhuaçu,MINAS GERAIS,4624
Martins Soares,MINAS GERAIS,4648
São Roque de Minas,MINAS GERAIS,4978
Iguatama,MINAS GERAIS,5159
Carmo do Cajuru,MINAS GERAIS,5140
Itatiaiuçu,MINAS GERAIS,5062
Brumadinho,MINAS GERAIS,5080
Dom Silvério,MINAS GERAIS,4725
Rio Doce,MINAS GERAIS,4725
Santa Cruz do Escalvado,MINAS GERAIS,4820
Piedade de Ponte Nova,MINAS GERAIS,4868
Rio Casca,MINAS GERAIS,4882
São Pedro dos Ferros,MINAS GERAIS,4893
Caputira,MINAS GERAIS,4781
Reduto,MINAS GERAIS,4683
Durandé,MINAS GERAIS,4728
Lajinha,MINAS GERAIS,4741
Planura,MINAS GERAIS,5165
Água Comprida,MINAS GERAIS,5150
Japaraíba,MINAS GERAIS,5186
Santo Antônio do Monte,MINAS GERAIS,5114
Divinópolis,MINAS GERAIS,5165
Itaúna,MINAS GERAIS,5102
Igarapé,MINAS GERAIS,5123
Mário Campos,MINAS GERAIS,5118
Rio Acima,MINAS GERAIS,4997
Catas Altas,MINAS GERAIS,4617
Alvinópolis,MINAS GERAIS,4680
Sem-Peixe,MINAS GERAIS,4718
Raul Soares,MINAS GERAIS,4918
Simonésia,MINAS GERAIS,4486
Santana do Manhuaçu,MINAS GERAIS,4659
Frutal,MINAS GERAIS,5170
Delta,MINAS GERAIS,5155
Medeiros,MINAS GERAIS,4991
Bambuí,MINAS GERAIS,5172
Lagoa da Prata,MINAS GERAIS,5208
Perdigão,MINAS GERAIS,5166
São Gonçalo do Pará,MINAS GERAIS,5178
Mateus Leme,MINAS GERAIS,5115
Juatuba,MINAS GERAIS,5131
Betim,MINAS GERAIS,5158
São Joaquim de Bicas,MINAS GERAIS,5158
Sarzedo,MINAS GERAIS,5140
Ibirité,MINAS GERAIS,5091
Raposos,MINAS GERAIS,5011
Nova Lima,MINAS GERAIS,5011
Santa Bárbara,MINAS GERAIS,4718
Vermelho Novo,MINAS GERAIS,4778
Santa Bárbara do Leste,MINAS GERAIS,4683
São José do Mantimento,MINAS GERAIS,4746
Chalé,MINAS GERAIS,4781
São Francisco de Sales,MINAS GERAIS,5174
Itapagipe,MINAS GERAIS,5181
Pirajuba,MINAS GERAIS,5177
Conceição das Alagoas,MINAS GERAIS,5182
Conquista,MINAS GERAIS,5112
Sacramento,MINAS GERAIS,5116
Tapira,MINAS GERAIS,5044
Tapiraí,MINAS GERAIS,5135
Araújos,MINAS GERAIS,5189
Nova Serrana,MINAS GERAIS,5161
Igaratinga,MINAS GERAIS,5182
Pará de Minas,MINAS GERAIS,5152
Florestal,MINAS GERAIS,5164
Contagem,MINAS GERAIS,5135
Belo Horizonte,MINAS GERAIS,5129
Sabará,MINAS GERAIS,5097
Caeté,MINAS GERAIS,4981
Barão de Cocais,MINAS GERAIS,4699
Rio Piracicaba,MINAS GERAIS,4682
São Domingos do Prata,MINAS GERAIS,4732
São José do Goiabal,MINAS GERAIS,4801
Santa Rita de Minas,MINAS GERAIS,4720
Conceição de Ipanema,MINAS GERAIS,4816
Campo Florido,MINAS GERAIS,5172
Pratinha,MINAS GERAIS,5052
Córrego Danta,MINAS GERAIS,5110
Luz,MINAS GERAIS,5223
Moema,MINAS GERAIS,5237
Esmeraldas,MINAS GERAIS,5198
Ribeirão das Neves,MINAS GERAIS,5150
Santa Luzia,MINAS GERAIS,5191
São Gonçalo do Rio Abaixo,MINAS GERAIS,4777
João Monlevade,MINAS GERAIS,4734
Nova Era,MINAS GERAIS,4774
Bela Vista de Minas,MINAS GERAIS,4774
Dionísio,MINAS GERAIS,4703
Córrego Novo,MINAS GERAIS,4964
Bom Jesus do Galho,MINAS GERAIS,4847
Caratinga,MINAS GERAIS,4715
Piedade de Caratinga,MINAS GERAIS,4627
Ipanema,MINAS GERAIS,4739
Taparuba,MINAS GERAIS,4838
Mutum,MINAS GERAIS,4853
Carneirinho,MINAS GERAIS,5226
Iturama,MINAS GERAIS,5206
Comendador Gomes,MINAS GERAIS,5200
Veríssimo,MINAS GERAIS,5186
Uberaba,MINAS GERAIS,5148
Campos Altos,MINAS GERAIS,5022
Bom Despacho,MINAS GERAIS,5247
Leandro Ferreira,MINAS GERAIS,5228
Onça de Pitangui,MINAS GERAIS,5192
Pitangui,MINAS GERAIS,5192
Conceição do Pará,MINAS GERAIS,5192
São José da Varginha,MINAS GERAIS,5219
Vespasiano,MINAS GERAIS,5199
São José da Lapa,MINAS GERAIS,5199
Taquaraçu de Minas,MINAS GERAIS,5183
Nova União,MINAS GERAIS,5023
Bom Jesus do Amparo,MINAS GERAIS,4862
Antônio Dias,MINAS GERAIS,4774
Marliéria,MINAS GERAIS,4761
Pingo-d'Água,MINAS GERAIS,4955
Limeira do Oeste,MINAS GERAIS,5236
Araxá,MINAS GERAIS,5170
Pequi,MINAS GERAIS,5229
Fortuna de Minas,MINAS GERAIS,5225
Pedro Leopoldo,MINAS GERAIS,5202
Matozinhos,MINAS GERAIS,5202
Confins,MINAS GERAIS,5220
Lagoa Santa,MINAS GERAIS,5248
Itabira,MINAS GERAIS,4768
Jaguaraçu,MINAS GERAIS,4846
Timóteo,MINAS GERAIS,4808
Vargem Alegre,MINAS GERAIS,4746
Entre Folhas,MINAS GERAIS,4746
Ubaporanga,MINAS GERAIS,4738
Imbé de Minas,MINAS GERAIS,4676
Pocrane,MINAS GERAIS,4835
União de Minas,MINAS GERAIS,5236
Campina Verde,MINAS GERAIS,5205
Ibiá,MINAS GERAIS,5134
Santa Rosa da Serra,MINAS GERAIS,5131
Estrela do Indaiá,MINAS GERAIS,5241
Dores do Indaiá,MINAS GERAIS,5271
Maravilhas,MINAS GERAIS,5264
Cachoeira da Prata,MINAS GERAIS,5255
Inhaúma,MINAS GERAIS,5250
Sete Lagoas,MINAS GERAIS,5224
Prudente de Morais,MINAS GERAIS,5242
Capim Branco,MINAS GERAIS,5242
Jaboticatubas,MINAS GERAIS,5260
Coronel Fabriciano,MINAS GERAIS,4675
Ipatinga,MINAS GERAIS,4844
Inhapim,MINAS GERAIS,4744
São Domingos das Dores,MINAS GERAIS,4714
São Sebastião do Anta,MINAS GERAIS,4683
Aimorés,MINAS GERAIS,4961
Serra da Saudade,MINAS GERAIS,5178
Papagaios,MINAS GERAIS,5291
Funilândia,MINAS GERAIS,5291
Itambé do Mato Dentro,MINAS GERAIS,4708
Passabém,MINAS GERAIS,4830
Santa Maria de Itabira,MINAS GERAIS,4830
Santana do Paraíso,MINAS GERAIS,4761
Ipaba,MINAS GERAIS,4916
Iapu,MINAS GERAIS,4830
Bugre,MINAS GERAIS,4830
Dom Cavati,MINAS GERAIS,4805
Alvarenga,MINAS GERAIS,4677
Santa Rita do Itueto,MINAS GERAIS,4727
Itueta,MINAS GERAIS,4911
Prata,MINAS GERAIS,5207
Santa Juliana,MINAS GERAIS,5210
Perdizes,MINAS GERAIS,5217
São Gotardo,MINAS GERAIS,5120
Quartel Geral,MINAS GERAIS,5305
Martinho Campos,MINAS GERAIS,5306
Paraopeba,MINAS GERAIS,5294
Caetanópolis,MINAS GERAIS,5294
Baldim,MINAS GERAIS,5319
São Sebastião do Rio Preto,MINAS GERAIS,4891
São João do Oriente,MINAS GERAIS,4837
Tarumirim,MINAS GERAIS,4775
Resplendor,MINAS GERAIS,4901
Gurinhatã,MINAS GERAIS,5243
Nova Ponte,MINAS GERAIS,5180
Pedrinópolis,MINAS GERAIS,5240
Rio Paranaíba,MINAS GERAIS,5190
Matutina,MINAS GERAIS,5186
Abaeté,MINAS GERAIS,5344
Pompéu,MINAS GERAIS,5345
Araçaí,MINAS GERAIS,5323
Jequitibá,MINAS GERAIS,5364
Santana do Riacho,MINAS GERAIS,5324
Morro do Pilar,MINAS GERAIS,4787
Santo Antônio do Rio Abaixo,MINAS GERAIS,4776
Ferros,MINAS GERAIS,4818
Mesquita,MINAS GERAIS,4913
Joanésia,MINAS GERAIS,4913
Belo Oriente,MINAS GERAIS,4892
Naque,MINAS GERAIS,4895
Periquito,MINAS GERAIS,4916
Engenheiro Caldas,MINAS GERAIS,4830
Fernandes Tourinho,MINAS GERAIS,4830
Sobrália,MINAS GERAIS,4830
Itanhomi,MINAS GERAIS,4822
Conselheiro Pena,MINAS GERAIS,4985
Serra do Salitre,MINAS GERAIS,5209
Cedro do Abaeté,MINAS GERAIS,5270
Cordisburgo,MINAS GERAIS,5329
Carmésia,MINAS GERAIS,4770
Dores de Guanhães,MINAS GERAIS,4788
Braúnas,MINAS GERAIS,4851
Açucena,MINAS GERAIS,4728
Capitão Andrade,MINAS GERAIS,4860
Ituiutaba,MINAS GERAIS,5234
Indianópolis,MINAS GERAIS,5197
Iraí de Minas,MINAS GERAIS,5155
Carmo do Paranaíba,MINAS GERAIS,5252
Arapuá,MINAS GERAIS,5250
Tiros,MINAS GERAIS,5244
Santana de Pirapama,MINAS GERAIS,5430
Conceição do Mato Dentro,MINAS GERAIS,4808
Dom Joaquim,MINAS GERAIS,4835
Alpercata,MINAS GERAIS,4916
Tumiritinga,MINAS GERAIS,4960
Galiléia,MINAS GERAIS,4929
Goiabeira,MINAS GERAIS,4879
Cuparaque,MINAS GERAIS,4758
Monte Alegre de Minas,MINAS GERAIS,5217
Uberlândia,MINAS GERAIS,5238
Romaria,MINAS GERAIS,5209
Patrocínio,MINAS GERAIS,5247
Cruzeiro da Fortaleza,MINAS GERAIS,5269
Paineiras,MINAS GERAIS,5372
Senhora do Porto,MINAS GERAIS,4772
Governador Valadares,MINAS GERAIS,4885
São Geraldo do Baixio,MINAS GERAIS,4837
Santa Vitória,MINAS GERAIS,5302
Guimarânia,MINAS GERAIS,5239
Lagoa Formosa,MINAS GERAIS,5307
Biquinhas,MINAS GERAIS,5431
Felixlândia,MINAS GERAIS,5427
Curvelo,MINAS GERAIS,5418
Congonhas do Norte,MINAS GERAIS,4959
Guanhães,MINAS GERAIS,4768
Virginópolis,MINAS GERAIS,4695
Divinolândia de Minas,MINAS GERAIS,4685
Santa Efigênia de Minas,MINAS GERAIS,4637
Gonzaga,MINAS GERAIS,4637
Sardoá,MINAS GERAIS,4673
São Geraldo da Piedade,MINAS GERAIS,4745
Divino das Laranjeiras,MINAS GERAIS,4872
Central de Minas,MINAS GERAIS,4882
Mantena,MINAS GERAIS,4840
Ipiaçu,MINAS GERAIS,5297
Capinópolis,MINAS GERAIS,5259
Canápolis,MINAS GERAIS,5285
Estrela do Sul,MINAS GERAIS,5292
Monte Carmelo,MINAS GERAIS,5301
Inimutaba,MINAS GERAIS,5437
Alvorada de Minas,MINAS GERAIS,4842
Sabinópolis,MINAS GERAIS,4807
Mendes Pimentel,MINAS GERAIS,4822
São João do Manteninha,MINAS GERAIS,4942
Centralina,MINAS GERAIS,5296
Tupaciguara,MINAS GERAIS,5269
